Name,Address,Pin Code,Age,latitude,longitude,Date_of_birth,Nationality,Diabetic,Religion,Height,Nationality,Diabetic,Religion,Height
Guy Ortiz,"2897 128th St, Evansville, OH 72623",72623,62,38.416643,-92.08826,1962-09-17,Mexican,Yes,Unitarianism,Short,Mexican,Yes,Unitarianism,Short
Elizabeth Nelson,"5867 12th St, Chicago, NH 57263",57263,64,37.770008,-100.014895,1960-09-16,Canadian,No,Druidism,Average,Canadian,No,Druidism,Average
Robin Roberts,"5867 12th St, Chicago, NH 57263",57263,44,37.770008,-100.014895,1980-09-16,Dutch,No,Atheism,Short,Dutch,No,Atheism,Short
Alejandro Sanchez,"5867 12th St, Chicago, NH 57263",57263,68,37.770008,-100.014895,1956-09-16,Indian,No,Christianity,Average,Indian,No,Christianity,Average
David Lopez,"4618 185th St, Tempe, AL 37888",37888,60,44.198144,-114.070542,1964-09-16,Dutch,No,Agnostic,Average,Dutch,No,Agnostic,Average
Thomas Perez,"4618 185th St, Tempe, AL 37888",37888,35,44.198144,-114.070542,1989-09-17,Dutch,Yes,Paganism,Short,Dutch,Yes,Paganism,Short
Wendy Collins,"4618 185th St, Tempe, AL 37888",37888,48,44.198144,-114.070542,1976-09-16,Dutch,No,Agnostic,Short,Dutch,No,Agnostic,Short
Katherine Garcia,"4618 185th St, Tempe, AL 37888",37888,27,44.198144,-114.070542,1997-09-17,Mexican,No,Pastafarianism,Short,Mexican,No,Pastafarianism,Short
Alex Lopez,"4739 157th St, Denver, NE 69913",69913,67,47.959317,-101.770463,1957-09-17,Mexican,Yes,Druidism,Short,Mexican,Yes,Druidism,Short
Aaron Harris,"4739 157th St, Denver, NE 69913",69913,21,47.959317,-101.770463,2003-09-17,Indian,Yes,Shinto,Short,Indian,Yes,Shinto,Short
Michael Cooper,"4739 157th St, Denver, NE 69913",69913,49,47.959317,-101.770463,1975-09-17,American,Yes,Zoroastrianism,Short,American,Yes,Zoroastrianism,Short
Heather Sanchez,"2486 28th St, High Point, MN 14880",14880,60,48.243158,-71.915654,1964-09-16,American,No,Confucianism,Short,American,No,Confucianism,Short
Ricardo Wright,"2486 28th St, High Point, MN 14880",14880,73,48.243158,-71.915654,1951-09-17,Polish,Yes,Druidism,Average,Polish,Yes,Druidism,Average
Thomas Reyes,"2486 28th St, High Point, MN 14880",14880,39,48.243158,-71.915654,1985-09-17,Mexican,Yes,Baháʼí,Tall,Mexican,Yes,Baháʼí,Tall
Elizabeth Gutierrez,"645 123rd St, Raleigh, ND 17271",17271,31,37.241125,-85.166343,1993-09-17,Korean,Yes,Baháʼí,Average,Korean,Yes,Baháʼí,Average
Anthony Murphy,"645 123rd St, Raleigh, ND 17271",17271,80,37.241125,-85.166343,1944-09-16,German,Yes,Rastafarianism,Short,German,Yes,Rastafarianism,Short
Michael Gutierrez,"645 123rd St, Raleigh, ND 17271",17271,25,37.241125,-85.166343,1999-09-17,Chinese,Yes,Taoism,Tall,Chinese,Yes,Taoism,Tall
Peggy Clark,"645 123rd St, Raleigh, ND 17271",17271,34,37.241125,-85.166343,1990-09-17,Japanese,Yes,Jainism,Tall,Japanese,Yes,Jainism,Tall
Cameron Reed,"3967 105th St, Frisco, NY 67789",67789,20,29.426287,-85.90607,2004-09-16,Dutch,No,Atheism,Short,Dutch,No,Atheism,Short
Kristina Jones,"3967 105th St, Frisco, NY 67789",67789,42,29.426287,-85.90607,1982-09-17,German,Yes,Deism,Short,German,Yes,Deism,Short
James Murphy,"3967 105th St, Frisco, NY 67789",67789,51,29.426287,-85.90607,1973-09-17,Indian,No,Islam,Average,Indian,No,Islam,Average
Julie Robinson,"1897 124th St, Kansas City, MO 36871",36871,30,43.630037,-109.698517,1994-09-17,Swedish,Yes,Druidism,Tall,Swedish,Yes,Druidism,Tall
David Torres,"8808 10th St, Bellevue, TN 22752",22752,48,25.707083,-119.147488,1976-09-16,Mexican,Yes,Baháʼí,Tall,Mexican,Yes,Baháʼí,Tall
Janet Morales,"8808 10th St, Bellevue, TN 22752",22752,31,25.707083,-119.147488,1993-09-17,German,Yes,Pastafarianism,Short,German,Yes,Pastafarianism,Short
Dawn Walker,"8808 10th St, Bellevue, TN 22752",22752,28,25.707083,-119.147488,1996-09-16,Japanese,No,Atheism,Short,Japanese,No,Atheism,Short
Joshua Cook,"8808 10th St, Bellevue, TN 22752",22752,64,25.707083,-119.147488,1960-09-16,Spanish,Yes,Islam,Tall,Spanish,Yes,Islam,Tall
Jennifer Turner,"8808 10th St, Bellevue, TN 22752",22752,28,25.707083,-119.147488,1996-09-16,Spanish,Yes,Paganism,Tall,Spanish,Yes,Paganism,Tall
Kenneth Cooper,"8808 10th St, Bellevue, TN 22752",22752,32,25.707083,-119.147488,1992-09-16,American,Yes,Unitarianism,Short,American,Yes,Unitarianism,Short
Shelby Sanchez,"4462 68th St, Columbus, AL 18011",18011,68,45.179391,-122.618174,1956-09-16,English,Yes,Rastafarianism,Short,English,Yes,Rastafarianism,Short
Christopher Moore,"4462 68th St, Columbus, AL 18011",18011,45,45.179391,-122.618174,1979-09-17,German,No,Sikhism,Short,German,No,Sikhism,Short
Frances Phillips,"7990 149th St, Evansville, NV 71086",71086,56,38.579695,-98.529016,1968-09-16,Spanish,No,Jainism,Average,Spanish,No,Jainism,Average
Elizabeth Hill,"7990 149th St, Evansville, NV 71086",71086,25,38.579695,-98.529016,1999-09-17,Canadian,No,Jainism,Average,Canadian,No,Jainism,Average
Trevor Anderson,"7990 149th St, Evansville, NV 71086",71086,26,38.579695,-98.529016,1998-09-17,Swedish,No,Deism,Short,Swedish,No,Deism,Short
Jack Kelly,"7990 149th St, Evansville, NV 71086",71086,38,38.579695,-98.529016,1986-09-17,Chinese,No,Jainism,Average,Chinese,No,Jainism,Average
Ashley Rogers,"7990 149th St, Evansville, NV 71086",71086,70,38.579695,-98.529016,1954-09-17,Polish,Yes,Baháʼí,Tall,Polish,Yes,Baháʼí,Tall
Christopher Campbell,"7990 149th St, Evansville, NV 71086",71086,69,38.579695,-98.529016,1955-09-17,Canadian,Yes,Pastafarianism,Tall,Canadian,Yes,Pastafarianism,Tall
Nancy Cook,"2219 66th St, Berkeley, ID 24232",24232,35,30.906738,-120.611064,1989-09-17,Polish,Yes,Christianity,Short,Polish,Yes,Christianity,Short
Dawn Jackson,"2219 66th St, Berkeley, ID 24232",24232,72,30.906738,-120.611064,1952-09-16,Swedish,No,Buddhism,Tall,Swedish,No,Buddhism,Tall
Ann Kelly,"2219 66th St, Berkeley, ID 24232",24232,44,30.906738,-120.611064,1980-09-16,Italian,Yes,Hinduism,Tall,Italian,Yes,Hinduism,Tall
Joshua Turner,"2177 152nd St, Toledo, ND 44228",44228,51,28.380685,-94.874402,1973-09-17,Swedish,No,Jainism,Tall,Swedish,No,Jainism,Tall
Laura Hill,"2177 152nd St, Toledo, ND 44228",44228,62,28.380685,-94.874402,1962-09-17,English,Yes,Taoism,Tall,English,Yes,Taoism,Tall
Holly Davis,"2177 152nd St, Toledo, ND 44228",44228,31,28.380685,-94.874402,1993-09-17,American,No,Deism,Tall,American,No,Deism,Tall
Morgan Campbell,"2177 152nd St, Toledo, ND 44228",44228,40,28.380685,-94.874402,1984-09-16,Irish,Yes,Druidism,Average,Irish,Yes,Druidism,Average
Cameron Scott,"3739 125th St, El Paso, UT 45879",45879,63,37.579876,-78.211121,1961-09-17,Italian,Yes,Atheism,Average,Italian,Yes,Atheism,Average
Charles Torres,"3739 125th St, El Paso, UT 45879",45879,62,37.579876,-78.211121,1962-09-17,Greek,Yes,Islam,Short,Greek,Yes,Islam,Short
Peter Miller,"3739 125th St, El Paso, UT 45879",45879,70,37.579876,-78.211121,1954-09-17,Irish,Yes,Jainism,Tall,Irish,Yes,Jainism,Tall
William Ramos,"3739 125th St, El Paso, UT 45879",45879,41,37.579876,-78.211121,1983-09-17,American,No,Islam,Average,American,No,Islam,Average
Melissa Robinson,"3739 125th St, El Paso, UT 45879",45879,25,37.579876,-78.211121,1999-09-17,Japanese,Yes,Baháʼí,Average,Japanese,Yes,Baháʼí,Average
Gary Moore,"9461 161st St, Lakewood, AK 63786",63786,23,29.17244,-112.69965,2001-09-17,Greek,Yes,Jainism,Average,Greek,Yes,Jainism,Average
Cheryl Martinez,"9461 161st St, Lakewood, AK 63786",63786,37,29.17244,-112.69965,1987-09-17,French,Yes,Islam,Tall,French,Yes,Islam,Tall
Wyatt Bailey,"5517 16th St, Carmel, VT 67718",67718,33,27.355352,-90.91687,1991-09-17,Canadian,No,Sikhism,Average,Canadian,No,Sikhism,Average
Ashley Baker,"5517 16th St, Carmel, VT 67718",67718,20,27.355352,-90.91687,2004-09-16,Italian,Yes,Unitarianism,Short,Italian,Yes,Unitarianism,Short
Christopher Garcia,"3944 168th St, Jurupa Valley, HI 78211",78211,50,35.827067,-93.307151,1974-09-17,Spanish,Yes,Unitarianism,Short,Spanish,Yes,Unitarianism,Short
Michael Wright,"3944 168th St, Jurupa Valley, HI 78211",78211,31,35.827067,-93.307151,1993-09-17,Spanish,Yes,Buddhism,Tall,Spanish,Yes,Buddhism,Tall
Kylie Gonzalez,"3944 168th St, Jurupa Valley, HI 78211",78211,26,35.827067,-93.307151,1998-09-17,Swedish,Yes,Deism,Short,Swedish,Yes,Deism,Short
Morgan Carter,"1493 183rd St, Virginia Beach, KY 97785",97785,21,32.638352,-118.500127,2003-09-17,Dutch,Yes,Taoism,Average,Dutch,Yes,Taoism,Average
Rachael Hernandez,"1493 183rd St, Virginia Beach, KY 97785",97785,70,32.638352,-118.500127,1954-09-17,Mexican,No,Unitarianism,Tall,Mexican,No,Unitarianism,Tall
Michael Clark,"1493 183rd St, Virginia Beach, KY 97785",97785,60,32.638352,-118.500127,1964-09-16,American,No,Baháʼí,Short,American,No,Baháʼí,Short
Jason Jones,"1493 183rd St, Virginia Beach, KY 97785",97785,34,32.638352,-118.500127,1990-09-17,Spanish,No,Pastafarianism,Tall,Spanish,No,Pastafarianism,Tall
Kimberly Murphy,"1493 183rd St, Virginia Beach, KY 97785",97785,24,32.638352,-118.500127,2000-09-16,Korean,Yes,Zoroastrianism,Average,Korean,Yes,Zoroastrianism,Average
Sonya Scott,"1493 183rd St, Virginia Beach, KY 97785",97785,65,32.638352,-118.500127,1959-09-17,Indian,No,Zoroastrianism,Short,Indian,No,Zoroastrianism,Short
Sarah Murphy,"3261 55th St, Corpus Christi, WI 57553",57553,22,28.15939,-68.873009,2002-09-17,Indian,Yes,Unitarianism,Average,Indian,Yes,Unitarianism,Average
Andrew Ortiz,"3261 55th St, Corpus Christi, WI 57553",57553,36,28.15939,-68.873009,1988-09-16,English,Yes,Islam,Short,English,Yes,Islam,Short
Mary Scott,"3261 55th St, Corpus Christi, WI 57553",57553,25,28.15939,-68.873009,1999-09-17,English,Yes,Sikhism,Tall,English,Yes,Sikhism,Tall
Suzanne Rodriguez,"3261 55th St, Corpus Christi, WI 57553",57553,34,28.15939,-68.873009,1990-09-17,Canadian,Yes,Judaism,Short,Canadian,Yes,Judaism,Short
Anthony Murphy,"3261 55th St, Corpus Christi, WI 57553",57553,33,28.15939,-68.873009,1991-09-17,Polish,No,Agnostic,Short,Polish,No,Agnostic,Short
David Thomas,"3261 55th St, Corpus Christi, WI 57553",57553,59,28.15939,-68.873009,1965-09-17,Spanish,No,Rastafarianism,Short,Spanish,No,Rastafarianism,Short
Donald Carter,"2108 63rd St, Fargo, FL 30645",30645,51,34.73872,-78.793169,1973-09-17,Spanish,No,Rastafarianism,Tall,Spanish,No,Rastafarianism,Tall
Richard Hernandez,"680 155th St, Newark, ID 50941",50941,48,38.960329,-113.189299,1976-09-16,Canadian,Yes,Unitarianism,Short,Canadian,Yes,Unitarianism,Short
Kenneth Lewis,"680 155th St, Newark, ID 50941",50941,47,38.960329,-113.189299,1977-09-17,Swedish,No,Agnostic,Average,Swedish,No,Agnostic,Average
William Anderson,"223 154th St, Colorado Springs, DE 24916",24916,65,30.75538,-86.787457,1959-09-17,American,No,Druidism,Tall,American,No,Druidism,Tall
Joseph Lewis,"223 154th St, Colorado Springs, DE 24916",24916,72,30.75538,-86.787457,1952-09-16,Swedish,Yes,Sikhism,Tall,Swedish,Yes,Sikhism,Tall
Mark Lee,"223 154th St, Colorado Springs, DE 24916",24916,78,30.75538,-86.787457,1946-09-17,Japanese,No,Sikhism,Average,Japanese,No,Sikhism,Average
Faith Cook,"223 154th St, Colorado Springs, DE 24916",24916,41,30.75538,-86.787457,1983-09-17,Dutch,Yes,Shinto,Tall,Dutch,Yes,Shinto,Tall
Kerry Morales,"223 154th St, Colorado Springs, DE 24916",24916,64,30.75538,-86.787457,1960-09-16,Irish,No,Paganism,Short,Irish,No,Paganism,Short
Kayla Murphy,"9342 54th St, Norfolk, LA 49712",49712,60,47.737331,-88.099992,1964-09-16,Chinese,No,Deism,Tall,Chinese,No,Deism,Tall
Susan Martin,"9342 54th St, Norfolk, LA 49712",49712,37,47.737331,-88.099992,1987-09-17,German,No,Atheism,Average,German,No,Atheism,Average
Stephanie Thomas,"9342 54th St, Norfolk, LA 49712",49712,44,47.737331,-88.099992,1980-09-16,Irish,Yes,Taoism,Tall,Irish,Yes,Taoism,Tall
Derek Cooper,"9342 54th St, Norfolk, LA 49712",49712,45,47.737331,-88.099992,1979-09-17,Swedish,No,Paganism,Average,Swedish,No,Paganism,Average
Charlotte Miller,"3056 69th St, Vancouver, ME 52811",52811,73,47.34272,-104.140697,1951-09-17,Canadian,No,Atheism,Tall,Canadian,No,Atheism,Tall
Mario Brown,"3056 69th St, Vancouver, ME 52811",52811,33,47.34272,-104.140697,1991-09-17,Spanish,No,Deism,Average,Spanish,No,Deism,Average
Stacey Morgan,"3056 69th St, Vancouver, ME 52811",52811,51,47.34272,-104.140697,1973-09-17,Canadian,No,Druidism,Tall,Canadian,No,Druidism,Tall
Katie Wright,"6365 180th St, Macon, MD 34071",34071,41,39.815845,-100.062363,1983-09-17,Greek,Yes,Baháʼí,Short,Greek,Yes,Baháʼí,Short
George White,"6365 180th St, Macon, MD 34071",34071,66,39.815845,-100.062363,1958-09-17,Brazilian,Yes,Sikhism,Average,Brazilian,Yes,Sikhism,Average
Chloe Turner,"87 104th St, Olathe, NJ 49793",49793,66,36.374025,-102.565446,1958-09-17,Greek,No,Zoroastrianism,Average,Greek,No,Zoroastrianism,Average
Billy Reed,"87 104th St, Olathe, NJ 49793",49793,70,36.374025,-102.565446,1954-09-17,Mexican,No,Pastafarianism,Tall,Mexican,No,Pastafarianism,Tall
James Hill,"87 104th St, Olathe, NJ 49793",49793,44,36.374025,-102.565446,1980-09-16,Canadian,No,Pastafarianism,Tall,Canadian,No,Pastafarianism,Tall
Joshua Campbell,"87 104th St, Olathe, NJ 49793",49793,34,36.374025,-102.565446,1990-09-17,Spanish,Yes,Sikhism,Tall,Spanish,Yes,Sikhism,Tall
Justin Gonzalez,"87 104th St, Olathe, NJ 49793",49793,43,36.374025,-102.565446,1981-09-17,English,No,Islam,Short,English,No,Islam,Short
Tyler Reyes,"87 104th St, Olathe, NJ 49793",49793,73,36.374025,-102.565446,1951-09-17,Chinese,No,Buddhism,Tall,Chinese,No,Buddhism,Tall
Matthew Miller,"6548 22nd St, Murfreesboro, WY 92837",92837,74,30.522961,-92.253402,1950-09-17,American,Yes,Atheism,Average,American,Yes,Atheism,Average
Krista Wright,"6548 22nd St, Murfreesboro, WY 92837",92837,79,30.522961,-92.253402,1945-09-17,Chinese,Yes,Hinduism,Tall,Chinese,Yes,Hinduism,Tall
Gregory Rogers,"8402 Main St, Newport News, OH 77593",77593,58,41.727511,-72.848716,1966-09-17,American,Yes,Hinduism,Short,American,Yes,Hinduism,Short
Stephanie Rivera,"8402 Main St, Newport News, OH 77593",77593,27,41.727511,-72.848716,1997-09-17,Brazilian,No,Pastafarianism,Tall,Brazilian,No,Pastafarianism,Tall
Michelle Collins,"460 78th St, Renton, VT 33000",33000,46,29.732714,-67.532355,1978-09-17,Spanish,Yes,Shinto,Tall,Spanish,Yes,Shinto,Tall
Lisa Sanchez,"460 78th St, Renton, VT 33000",33000,63,29.732714,-67.532355,1961-09-17,Swedish,Yes,Jainism,Average,Swedish,Yes,Jainism,Average
Bradley Perez,"2471 25th St, Hillsboro, FL 59402",59402,39,46.028111,-84.051615,1985-09-17,Irish,No,Taoism,Tall,Irish,No,Taoism,Tall
Angel Cruz,"2471 25th St, Hillsboro, FL 59402",59402,26,46.028111,-84.051615,1998-09-17,Italian,Yes,Zoroastrianism,Short,Italian,Yes,Zoroastrianism,Short
Eric Reyes,"2471 25th St, Hillsboro, FL 59402",59402,78,46.028111,-84.051615,1946-09-17,Canadian,No,Deism,Tall,Canadian,No,Deism,Tall
Calvin Jones,"2471 25th St, Hillsboro, FL 59402",59402,40,46.028111,-84.051615,1984-09-16,Dutch,No,Baháʼí,Tall,Dutch,No,Baháʼí,Tall
Cassandra Mitchell,"6596 9th St, Concord, OR 53481",53481,36,48.570114,-86.35164,1988-09-16,American,Yes,Paganism,Average,American,Yes,Paganism,Average
Brooke Murphy,"7221 107th St, Birmingham, MT 63870",63870,20,41.562568,-94.279887,2004-09-16,Spanish,No,Hinduism,Tall,Spanish,No,Hinduism,Tall
Yvette Johnson,"4638 43rd St, Athens, KY 16243",16243,76,26.051353,-96.945003,1948-09-16,Korean,Yes,Shinto,Average,Korean,Yes,Shinto,Average
Amber Kelly,"4638 43rd St, Athens, KY 16243",16243,64,26.051353,-96.945003,1960-09-16,Polish,Yes,Jainism,Average,Polish,Yes,Jainism,Average
James Nelson,"4638 43rd St, Athens, KY 16243",16243,26,26.051353,-96.945003,1998-09-17,Brazilian,Yes,Deism,Tall,Brazilian,Yes,Deism,Tall
Alexandria Morgan,"6706 32nd St, San Marcos, AL 47926",47926,56,34.046615,-88.978816,1968-09-16,German,No,Buddhism,Average,German,No,Buddhism,Average
Jennifer Phillips,"6706 32nd St, San Marcos, AL 47926",47926,38,34.046615,-88.978816,1986-09-17,German,Yes,Confucianism,Average,German,Yes,Confucianism,Average
Natalie Robinson,"6706 32nd St, San Marcos, AL 47926",47926,42,34.046615,-88.978816,1982-09-17,Vietnamese,No,Atheism,Tall,Vietnamese,No,Atheism,Tall
Ashley Morales,"6706 32nd St, San Marcos, AL 47926",47926,26,34.046615,-88.978816,1998-09-17,Polish,No,Confucianism,Tall,Polish,No,Confucianism,Tall
Nicole Evans,"3199 72nd St, North Las Vegas, VT 82982",82982,29,33.561038,-119.037457,1995-09-17,Irish,No,Druidism,Short,Irish,No,Druidism,Short
Christina Cruz,"3199 72nd St, North Las Vegas, VT 82982",82982,39,33.561038,-119.037457,1985-09-17,Mexican,Yes,Judaism,Short,Mexican,Yes,Judaism,Short
Dawn Stewart,"2736 85th St, Amarillo, NH 12469",12469,60,43.677403,-88.593211,1964-09-16,American,No,Druidism,Average,American,No,Druidism,Average
Kelly Moore,"2736 85th St, Amarillo, NH 12469",12469,32,43.677403,-88.593211,1992-09-16,Russian,No,Zoroastrianism,Average,Russian,No,Zoroastrianism,Average
Joanna Campbell,"2736 85th St, Amarillo, NH 12469",12469,43,43.677403,-88.593211,1981-09-17,American,Yes,Confucianism,Tall,American,Yes,Confucianism,Tall
Donna Wilson,"2736 85th St, Amarillo, NH 12469",12469,64,43.677403,-88.593211,1960-09-16,Indian,Yes,Zoroastrianism,Short,Indian,Yes,Zoroastrianism,Short
Amber Clark,"2736 85th St, Amarillo, NH 12469",12469,77,43.677403,-88.593211,1947-09-17,Spanish,No,Sikhism,Short,Spanish,No,Sikhism,Short
Brian Jackson,"875 48th St, Midland, WV 97953",97953,22,32.799044,-122.46115,2002-09-17,Polish,No,Rastafarianism,Tall,Polish,No,Rastafarianism,Tall
Alex Thomas,"875 48th St, Midland, WV 97953",97953,69,32.799044,-122.46115,1955-09-17,Chinese,Yes,Confucianism,Tall,Chinese,Yes,Confucianism,Tall
Stefanie Garcia,"875 48th St, Midland, WV 97953",97953,73,32.799044,-122.46115,1951-09-17,Canadian,No,Paganism,Tall,Canadian,No,Paganism,Tall
Erica Lee,"875 48th St, Midland, WV 97953",97953,39,32.799044,-122.46115,1985-09-17,Dutch,No,Pastafarianism,Tall,Dutch,No,Pastafarianism,Tall
Ronald Cruz,"6332 37th St, Renton, NY 90147",90147,35,28.000453,-111.749722,1989-09-17,Dutch,No,Christianity,Short,Dutch,No,Christianity,Short
Nancy King,"6332 37th St, Renton, NY 90147",90147,65,28.000453,-111.749722,1959-09-17,Korean,No,Islam,Tall,Korean,No,Islam,Tall
Marcus Walker,"6332 37th St, Renton, NY 90147",90147,32,28.000453,-111.749722,1992-09-16,Brazilian,Yes,Deism,Tall,Brazilian,Yes,Deism,Tall
Jill Diaz,"3246 Main St, Garland, NM 26243",26243,23,42.416195,-116.604686,2001-09-17,German,No,Pastafarianism,Short,German,No,Pastafarianism,Short
Holly Campbell,"1633 7th St, Stamford, AK 71112",71112,61,25.672611,-101.130843,1963-09-17,Canadian,Yes,Sikhism,Tall,Canadian,Yes,Sikhism,Tall
Erika Rogers,"1633 7th St, Stamford, AK 71112",71112,51,25.672611,-101.130843,1973-09-17,English,No,Hinduism,Short,English,No,Hinduism,Short
Manuel Lopez,"2921 45th St, Jersey City, MD 38363",38363,25,42.806648,-90.284766,1999-09-17,Indian,Yes,Zoroastrianism,Short,Indian,Yes,Zoroastrianism,Short
Katherine Hernandez,"2921 45th St, Jersey City, MD 38363",38363,79,42.806648,-90.284766,1945-09-17,Dutch,No,Baháʼí,Tall,Dutch,No,Baháʼí,Tall
Brian Collins,"2921 45th St, Jersey City, MD 38363",38363,40,42.806648,-90.284766,1984-09-16,Brazilian,Yes,Sikhism,Tall,Brazilian,Yes,Sikhism,Tall
Brian Harris,"2921 45th St, Jersey City, MD 38363",38363,53,42.806648,-90.284766,1971-09-17,Canadian,No,Unitarianism,Average,Canadian,No,Unitarianism,Average
Debra Rogers,"2921 45th St, Jersey City, MD 38363",38363,46,42.806648,-90.284766,1978-09-17,American,Yes,Rastafarianism,Average,American,Yes,Rastafarianism,Average
Madeline Gonzalez,"2921 45th St, Jersey City, MD 38363",38363,23,42.806648,-90.284766,2001-09-17,Swedish,No,Jainism,Short,Swedish,No,Jainism,Short
Lisa Wright,"2740 198th St, Austin, VA 25212",25212,64,47.316373,-82.576409,1960-09-16,American,No,Jainism,Short,American,No,Jainism,Short
James Mitchell,"2740 198th St, Austin, VA 25212",25212,67,47.316373,-82.576409,1957-09-17,Canadian,Yes,Atheism,Average,Canadian,Yes,Atheism,Average
Robert Cruz,"2740 198th St, Austin, VA 25212",25212,62,47.316373,-82.576409,1962-09-17,Greek,Yes,Unitarianism,Short,Greek,Yes,Unitarianism,Short
Donna Rodriguez,"2740 198th St, Austin, VA 25212",25212,39,47.316373,-82.576409,1985-09-17,French,Yes,Rastafarianism,Average,French,Yes,Rastafarianism,Average
James Martin,"8016 192nd St, Anchorage, OR 93722",93722,46,25.401803,-99.495559,1978-09-17,Canadian,Yes,Paganism,Tall,Canadian,Yes,Paganism,Tall
Daniel Ramirez,"6327 126th St, Richmond, WY 22073",22073,30,36.974737,-86.660071,1994-09-17,Irish,Yes,Zoroastrianism,Tall,Irish,Yes,Zoroastrianism,Tall
James Reyes,"6327 126th St, Richmond, WY 22073",22073,34,36.974737,-86.660071,1990-09-17,Brazilian,No,Buddhism,Tall,Brazilian,No,Buddhism,Tall
Catherine Sanchez,"6327 126th St, Richmond, WY 22073",22073,40,36.974737,-86.660071,1984-09-16,Greek,Yes,Buddhism,Short,Greek,Yes,Buddhism,Short
Sara Jones,"6327 126th St, Richmond, WY 22073",22073,78,36.974737,-86.660071,1946-09-17,Russian,Yes,Islam,Tall,Russian,Yes,Islam,Tall
Teresa Hill,"6327 126th St, Richmond, WY 22073",22073,53,36.974737,-86.660071,1971-09-17,Mexican,No,Shinto,Short,Mexican,No,Shinto,Short
